Ankit - conquered , 10
Ankur - sprout; new life , 10
Ankush - check, 10
Anmol - priceless , 10
Anoop - without comparison , 10
Anshu - the sun , 10
Anshul - radiant , 10
Anshuman - the sun , 10
Anshumat - luminous , 10
Anugya - authority , 10
Anuha - satisfied , 10
Anuj - younger brother , 10
Anunay - supplication; consolation , 10
Anup - without comparison, 10
Anupam - incomparable, 10
Anuraag - love; attachment; devotion , 10
Anurag - love; attachment; devotion, 10
Anuttam - unsurpassed , 10
Anwar - devotee of God , 10
Apoorva - quite new , 10
Apparajito - undefeated , 10
Japendra - unique , 10
Arav - peaceful , 10
Aravali - righteous , 10
Archan - worship , 10
Archit - worshipped , 10
Ardhendu - half moon , 10
Arghya - offering to the Lord , 10
Arihant - destroyer of enemies , 10
Arijit - conquering enemies , 10
Arindam - destroyer of enemies , 10
Arivalagan - intelligent and handsome , 10
Arivali - smart; intelligent , 10
Arivarasu - king of wisdom , 10
Arivoli - glowing with intelligence , 10
Arivuchelvan - one whose wealth is his wisdom , 10
Arivumadhi - intelligent , 10
Arivunambi - confident and intelligent , 10
Arjit - earned , 10
Arjun - Pandava prince; bright; peacock , 10
Arjun - peacock , 10
Arka - the sun , 10
Arnav - ocean; sea , 10
Arnesh - lord of the sea , 10
Arokya - very pious; healthy , 10
Aroon - mythological - charioteer of the sun; dawn , 10
Arshad - pious , 10
Arul - the lord's grace; lord's blessings , 10
Arulchelvan - blessed, 10
Arulselvan - blessed , 10
Arumugan - one with 6 faces - lord Murugan , 10
Arun - mythological - charioteer of the sun; dawn, 10
Aruni - name of a devoted pupil , 10
Arvind - lotus , 10
Arvinda - lotus , 10
Arya - honoured; noble , 10
Aryaman - the sun , 10
Aryan - from a high race , 10
Asao - essence , 10
Aseem - limitless , 10
Asgar - devotee , 10
Ashis - benediction; blessings , 10
Ashok - without grief , 10
Ashraf - without grief , 10
Ashu - quick , 10
Ashutosh - Lord Shiva , 10
Ashwatthama - fiery tempered , 10
Ashwin - a cavalier; a Hindu month , 10
Asija - brother of Sage Brihaspathi , 10
Asim - limitless , 10
Asit - the planet , 10
Aslam - greeting , 10
Aslesh - embrance , 10
Atal - immoveable , 10
Atanu - Cupid , 10
Atharvan - one of the four Vedas , 10
Athiya - to surpass , 10
Atma - soul , 10
Atmaja - son , 10
Atmajyoti - inner light; light of the soul , 10
Atmananda - bliss of soul , 10
Atralarasu - skillfull king or leader , 10
Atre - the son of sage Atri to whom Dattatreya was born , 10
Atul Atulya - matchless; incomparable , 10
Avadhesh - King Dasaratha , 10
Avanindra - lord of the earth , 10
Avanish - lord of the earth , 10
Avatar - incarnation , 10
Avikshit - never seen before , 10
Avinash - indestructible , 10
Avkash - limitless space , 10
Ayog - institution , 10
Ayush - duration of life; a divine personification presiding over life , 10
Ayyappa - southern deity; ever youthful , 10
Azeez - friend , 10
Azhar - famous , 10
Azzam - the lord; Almighty , 10
Badal - cloud; rain, 10
Badri - Lord Vishnu , 10
Badrinath - Lord of Mt.Badri , 10
Badriprasad - Lord Bhadri's gift , 10
Bahubali - a Jain Tirthakar, 10
Bahuleya - Lord Kartikeya , 10
Bajrang - a name of Lord Hanuman, 10
Balaaditya - young sun , 10
Balachandra - young moon , 10
Balagopal - baby krishna , 10
Balagovind - baby Krishna, 10
Balaji - Lord Vishnu Balaraj - strong , 10
Balakrishna - baby Krishna , 10
Balamani - young jewel , 10
Balamohan - one who is attractive , 10
Balamohan(one who is attractive; , 10
Balaram - the brother of Lord Krishna, 10
Balbir - strong Baldev - strong , 10
Baldev - godlike in power , 10
Balram - Krishna's brother , 10
Balvindra - strong , 10
Balwant - strong, 10
Banbihari - Lord Krishna , 10
Bandhu - friend, 10
Bandhul - pleasing , 10
Bankebihari - Lord Krishna, 10
Bankim - curved , 10
Bankimchandra - crescent moon, 10
Bansi - flute , 10
Bansilal - Lord Krishna, 10
Barid - cloud , 10
Baridbaran - colour of the cloud, 10
Barindra - the ocean , 10
Barun - Lord of the Sea, 10
Basanta - spring , 10
Bashir - harbinger of good things, 10
Basistha - a sage , 10
Basudha - earth, 10
Bhadrak - handsome , 10
Bhadraksh - one with beautiful eyes , 10
Bhagirath - one who brought river Ganga to the earth, 10
Bhagwant - fortunate , 10
Bhagyaraj - lord of luck, 10
Bhairav - Lord Shiva , 10
Bhajan - adoration , 10
Bhanu - sun , 10
Bhanu - the sun, 10
Bhanudas - a devotee of the sun , 10
Bhanuprasad - gift of sun , 10
Bharadwaj - a sage; a mythical bird , 10
Bharat - India; universal monarch , 10
Bhargava - Lord Shiva , 10
Bhaskar - sun , 10
Bhaskar - the sun, 10
Bhaumik - attached to the earth , 10
Bhavesh - lord of the world , 10
Bhim - powerful , 10
Bhishma - one who has taken a terrible vow, 10
Bhooshan - decoration , 10
Bhooshit - decorated, 10
Bhrij - Lord Krishna, 10
Bhudev - lord of the earth , 10
Bhupen - king , 10
Bhupendra - king of kings , 10
Bhushan - ornament , 10
Bhuvan - palace; one of the three worlds , 10
Bhuvanesh - lord of the worlds , 10
Bibek - conscience, 10
Bibhas - a raga , 10
Bibhavasu - the sun; fire, 10
Bikram - prowess , 10
Bilva - a sacred leaf, 10
Bimal - pure, 10
Bindusar - an excellent pearl , 10
Bipin - forest , 10
Bitasok - one who does not mourn, 10
Bodhan - kindling, 10
Boudhayan - the name of a sage, 10
Brahmabrata - ascetic , 10
Brahmadutt - dedicated to Lord Brahma, 10
Bratindra - devoted to right deeds , 10
Brijesh - god of the land of Brij , 10
Brijmohan - Krishna , 10
Buddhadev - wise person , 10
Buddhadeva - wise; Gautama Buddha, 10
Budhil - learned , 10
Chaitanya - life; knowledge , 10
Chakor - a bird enamoured of the moon , 10
Chakrapani - Lord Vishnu, 10
Chakshu - eye , 10
Chaman - garden , 10
Chamanlal - garden , 10
Champak - a flower, 10
Chanchal - restless , 10
Chandak - the moon, 10
Chandan - sandalwood , 10
Chandra - the moon, 10
Chandrachur - Lord Shiva , 10
Chandrahas - bow of Shiva , 10
Chandrak - peacock feather , 10
Chandrakanta - the moon, 10
Chandrakishore - the moon , 10
Chandrakumar - the moon, 10
Chandramohan - attractive like the moon , 10
Chandran - the moon, 10
Chandranath - the moon , 10
Chandraraj - moonbeam, 10
Chandrashekhar - one who holds moon in his hair - Shiva , 10
Chandrashekhar - one who holds moon in his hair; Lord Shiva, 10
Chandresh - lord of the moon , 10
Chapal - quick , 10
Charan - feet , 10
Charanjit - one who has won over the lord , 10
Charudutta - born of beauty , 10
Chaturbhuj - strong; broad shouldered, 10
Chetan - consciousness; life , 10
Chetana - consciousness, 10
Chhandak - the charioteer of Lord Buddha , 10
Chidambar - one whose heart is as vast as the sky, 10
Chidananda - Lord Shiva , 10
Chinmay - full of knowledge , 10
Chinmayananda - blissful , 10
Chintamani - philosopher's stone , 10
Chirag - lamp , 10
Chiranjeev - longlived , 10
Chirantan - immortal , 10
Chirayu - immortal, 10
Chitrabhanu - fire , 10
Chitraksh - beautiful eyed , 10
Chitral - of variegated colour , 10
Chitrarath - the sun, 10
Chitrasen - a king of Gandharvas , 10
Chitta - mind, 10
Chittaprasad - happiness , 10
Chittaranjan - one who pleases the mind , 10
Chittaswarup - the supreme spirit , 10
Chittesh - lord of the soul , 10
Chudamani - jewel adorned by the gods , 10
Dabeet - warrior, 10
Dakshesh - Shiva , 10
Daman - one who controls , 10
Damian - tamer, 10
Damodar - Lord Ganapati , 10
Darpak - Kamdev; god of love , 10
Darpan - a mirror, 10
Darshan - religious text , 10
Daruka - deodar tree , 10
Dasharath - the father of Lord Rama, 10
Dattatreya - a son of Atri; a god , 10
Dayanand - one who prefers being merciful , 10
Debashis - benediction of god, 10
Debashish - pleased by gods , 10
Deenabandhu - friend of the poor , 10
Deep - a lamp, 10
Deepak - lustrous , 10
Deepan - lighting up, 10
Deepankar - lord of light , 10
Deependra - lord of light , 10
Deependu - bright moon, 10
Deepesh - lord of light , 10
Deepit - lighted, 10
Deeptanshu - the sun , 10
Deeptendu - bright moon, 10
Deeptiman - lustrous , 10
Deeptimoy - lustrous, 10
Dev - God; king , 10
Dev Kumar - son of gods, 10
Devabrata - a name of Bhisma, 10
Devadas - follower of God , 10
Devadutt - gift of god , 10
Devajyoti - brightness of the Lord, 10
Devak - divine , 10
Devanand - joy of god , 10
Devang - part of god , 10
Devarsi - sage of the Devas , 10
Devdas - servant of god , 10
Devdutta - king , 10
Devendra - Lord Indra, 10
Devesh - Lord Shiva , 10
Deveshwar - Lord Shiva, 10
Devilal - son of godess , 10
Deviprasad - gift of godess , 10
Devnarayan - king , 10
Devnath - King of gods, 10
Devraj - king of gods , 10
Dhananjay - one who wins wealth , 10
Dhanesh - lord of wealth , 10
Dhanraj - Lord Kuber , 10
Dhansukh - wealthy; happy, 10
Dhanvant - wealthy , 10
Dharanidhar - Shesh - the cosmic serpent, 10
Dharma - law - religious , 10
Dharmadas - one who serves his religion , 10
Dharmadev - lord of law , 10
Dharmanand - one who takes pleasure in his religion, 10
Dharmendra - king of religion , 10
Dharmendu - light of religion, 10
Dharmesh - master of religion , 10
Dharmpal - protector of his religion , 10
Dharmveer - religious, 10
Dhaval - fair complexioned , 10
Dhawal - white , 10
Dheeman - intelligent, 10
Dheemant - wise; intelligent , 10
Dheer - gentle, 10
Dheerendra - god of courage, 10
Dhiraj - emperor , 10
Dhiren - one who is strong , 10
Dhirendra - lord of the brave , 10
Dhritiman - patient , 10
Dhruv - pole star , 10
Dhruva - unshakeable the Pole Star, 10
Nilesh - sound , 10
Dhyanesh - meditative, 10
Digamber - nacked , 10
Dilawar - brave, 10
Dilip - a king; ancestor of Rama , 10
Dinanath - protector , 10
Dinar - gold coin, 10
Dindayal - kindto the poor , 10
Dinesh - sun; god of the day , 10
Dinkar - sun , 10
Divakar - the sun , 10
Divyanga - divine body, 10
Divyendu - the moon , 10
Divyesh - sun , 10
Drupad - a king; father of Draupadi, 10
Dulal - dear one , 10
Duranjaya - a heroic son , 10
Durjaya - difficult to conquer, 10
Dushyanta - a king from the epic Mahabharata, 10
Dwaipayan - the sage Vyasa , 10
Dwijaraj - king of Brahmins; the moon, 10
Dwijendra - king of Brahmins; the moon , 10
Dwijesh - river , 10
Ekalavya - renowned for devotion to his guru , 10
Ekalinga - Shiva , 10
Ekambar - sky, 10
Ekanath - king, 10
Ekanga - bogyguard , 10
Eknath - poet; saint, 10
Ekram - honour , 10
Eshwar - Lord Shiva , 10
Faiyaz - artistic, 10
Faiz - gain , 10
Falak - the sky, 10
Falguni - born in the Hindu month of Falgun, 10
Fanibhusan - Lord Shiva, 10
Fanindra - the cosmic serpent Shesh , 10
Fanish - the cosmic serpent Shesh , 10
Fanishwar - lord of serpents; Vasuki, 10
Faraz - equitable, 10
Farhad - happiness, 10
Farhat - happiness , 10
Farid - wide , 10
Farokh - power of discrimination, 10
Fateh - victory , 10
Fatik - crystal, 10
Firdaus - paradise , 10
Firoz - name of a king , 10
Gagan - sky; heaven , 10
Gaganvihari - one who stays in heaven , 10
Gajanan - one with elephant face , 10
Gajanand - Ganesh , 10
Gajendra - the king of elephants, 10
Ganapati - Ganesh , 10
Ganaraj - chief of clan, 10
Gandharva - celestial musician , 10
Gandhik - fragant, 10
Ganesh - son of Shiva and Parvati , 10
Gangadhar - Shiva , 10
Gangadutt - gift of Ganga , 10
Gangesh - Shiva, 10
Muhamad - the Prophet , 10
Mukesh - lord of the dumb , 10
Muktananda - liberated , 10
Mukul - bud , 10
Mukunda - freedom giver , 10
Mukut - crown, 10
Mulkraj - king , 10
Mumtaz - conspicuous, 10
Muni - sage , 10
Murad - prowess, 10
Murali - flute , 10
Muralidhar - Lord Krishna, 10
Muralimanohar - Lord Krishna , 10
Murari - Lord Krishna , 10
Murarilal - Lord Krishna, 10
Musheer - advice , 10
Nabarun - morning sun, 10
Nabendu - new moon , 10
Nabhi - focus; the best, 10
Nachiketa - fire , 10
Nadir - pinnacle, 10
Nagendra - Seshnag , 10
Nagesh - Seshnag; Cosmic Serpent, 10
Nahusha - a mythological king , 10
Nairit - south-west, 10
Naishadh - King Nala; a hero from the Mahabharata who was king of Nishadha , 10
Nakshatra - star, 10
Nakul - name of one of the Pandavas , 10
Nalin - lotus; water , 10
Nalinaksha - lotus-eyed , 10
Naman - salutation, 10
Namdev - poet; saint , 10
Nanak - guru of the Sikhs, 10
Nand - joyful , 10
Nanda - meritorious; great achiever , 10
Nandan - pleasing, 10
Nandan - pleasing; son , 10
Nandi - one who pleases others , 10
Naotau - new, 10
Narahari - Lord Vishnu , 10
Narasimha - an incarnation of Lord Vishnu , 10
Narayan - Lord Vishnu , 10
Narayana - Vishnu; refuge of man , 10
Narendra - king among men , 10
Naresh - lord of man , 10
Narhari - man-lion , 10
Narmad - bringing delight , 10
Narottam - best among men , 10
Narsimha - lion among men , 10
Nartan - dance , 10
Natesh - king, 10
Natraj - king among actors , 10
Natwar - Lord Krishna , 10
Naval - wonder, 10
Navaneet - butter, 10
Naveen - new , 10
Navin - new , 10
Navnit - fresh butter , 10
Navrang - beautiful , 10
Navroz - a Parsee festival, 10
Nayan - eye , 10
Neel - blue , 10
Neeladri - the Nilgiris, 10
Neelam - emerald , 10
Neelambar - blue sky , 10
Neelanjan - blue, 10
Neelesh - Lord Krishna; moon , 10
Neelkanta - Lord Shiva, 10
Neelkanth - peacock; Shiva , 10
Neelmadhav - Lord Jagannath , 10
Neelmani - sapphire, 10
Neelotpal - blue lotus , 10
Neeraf - river, 10
Neeraj - lotus; pearl , 10
Nibodh - knowledge, 10
Nidhish - lord of treasure , 10
Nigam - treasure , 10
Nihal - gratified, 10
Nihar - mist; fog; dew , 10
Niket - home, 10
Nikhat - fragrance , 10
Nikhil - complete; whole , 10
Nikhilesh - lord of all , 10
Nikunj - a bower , 10
Nikunja - grove of trees, 10
Nilay - heaven , 10
Nilesh - Krishna; blue god , 10
Nimai - Chaitanya, 10
Nimish - spilt;second , 10
Ninad - sound, 10
Nipun - expert , 10
Nirad - cloud, 10
Niraj - lotus flower , 10
Nirajit - illuminated , 10
Niramay - without blemish, 10
Niramitra - son of pandava Sahadeva , 10
Niranjan - simple , 10
Nirav - quiet, 10
Nirbhay - fearless , 10
Nirijhar - waterful, 10
Nirmal - clean; pure , 10
Nirmalya - pure, 10
Nirmit - created , 10
Nirmohi - unattached, 10
Nirupam - without comparison , 10
Nirvan - liberation, 10
Nischal - calm , 10
Nishad - seventh note on the Indian musical scale , 10
Nishanath - moon , 10
Nishant - dawn , 10
Nishesh - entire, 10
Nishikanta - the moon , 10
Nishit - midnight , 10
Nishita - sharp, 10
Nishith - night , 10
Nishok - happy, 10
Nissim - unbounded , 10
Niteesh - god of law, 10
Nitin - master of the right path, 10
Nitish - master of the right path , 10
Nityagopal - constant, 10
Nityanand - perennially happy , 10
Nityananda - always happy , 10
Nityasundar - forever good looking , 10
Nivrutti - separated from world , 10
Nripa - king, 10
Nripendra - king of kings , 10
Nripesh - king of kings , 10
Ojas - lustre, 10
Om - the sacred syllable , 10
Omanand - joy of Om , 10
Omar - an era, 10
Omja - born of cosmic unity , 10
Omkar - the sound of the sacred syllable, 10
Omprakash - light of Om , 10
Omrao; Umrao - king, 10
Omswaroop - manifestation of divinity , 10
Oojam - enthusiasm , 10
Oorjit - powerful , 10
Osman; Usman - salve of God , 10
Paavan - purifier, 10
Padman - lotus , 10
Padmanabh - one with lotus in his navel, 10
Padmanabha - Lord Vishnu, 10
Padmapati - Lord Vishnu , 10
Palak - eyelash, 10
Palash - a flowering , 10
Palashkusum - the flower of Palash, 10
Palashranjan - beautiful like a Palash , 10
Pallab - new leaves, 10
Pallav - young shoots and leaves , 10
Panchanan - Lord Shiva , 10
Pandhari - Lord Vithobha, 10
Panduranga - one with pale white complexion , 10
Panini - the great scholar , 10
Pankaj - lotus flower , 10
Pannalal - emerald, 10
Parag - pollen, 10
Parakram - strength, 10
Param - the best , 10
Paramananda - joy , 10
Paramartha - highest truth , 10
Paramesh - Lord Shiva, 10
Paramhansa - supreme soul, 10
Paramjeet - highest success , 10
Paranjay - Varun of the Sea , 10
Parantapa - conqueror, 10
Parashar - an ancient, 10
Parashuram - sixth incarnation of  Arjun , 10
Parasmani - touchstone , 10
Paravasu - name of a sage , 10
Parees - touch stone , 10
Paresh - supreme spirit , 10
Parijat - a celestial flower , 10
Pariket - against desire , 10
Parikshit - name of the ancient king Parimal - fragrance , 10
Parindra - lion , 10
Paritosh - contentment , 10
Paritosh - satisfaction, 10
Parkash - light, 10
Parmameshwar - Almightly Lord , 10
Parnad - a Brahmin in the epics , 10
Partha - Arjun , 10
Parthapratim - like Arjuna, 10
Parvatinandan - Lord Ganesh , 10
Parvesh - Lord of celebration Pasupati - Lord Shiva , 10
Patakin - holder of a banner, 10
Patanjali - famous Yoga philosopher , 10
Pathik - a traveller, 10
Pathin - traveller , 10
Patralika - new leaves, 10
Pavak - fire , 10
Pavan - wind , 10
Pavani - Hanuman , 10
Pavanjit - wind , 10
Pavitra - pure, 10
Payas - water , 10
Payod - cloud, 10
Peeyush - nectar , 10
Phalguni - born in the Hindu month of Falgun , 10
Phanindra - Sesh; the divine snake, 10
Phenil - foam like , 10
Pinak - Shiva's bow , 10
Pinaki - Lord Krishna, 10
Pirmohammed - rhw holy prophet , 10
Pitambar - Lord Vishnu, 10
Piyush - milk , 10
Piyush - nectar , 10
Poojan - worship, 10
Poojit - worshipped , 10
Poorna - complete, 10
Poornachandra - full moon , 10
Prabal - coral, 10
Prabhakar - sun , 10
Prabhakar - the sun , 10
Prabhas - lustrous, 10
Prabhat - dawn , 10
Prabhat - morning , 10
Prabhav - effect, 10
Prabir - hero; brave one , 10
Prabodh - sound advice , 10
Prabodhan - knowledge , 10
Prabuddha - awakened Prachetas - energy , 10
Prachur - abundant, 10
Pradeep - light; shine , 10
Pradnesh - lord of wisdom , 10
Pradosh - dusk, 10
Pradyot - lustre , 10
Pradyumna - cupid Pradyun - radiant , 10
Praful - blooming Prafulla - blooming , 10
Prafulla - pleasant; cheerful , 10
Pragun - straight; honest Prahlad - joy , 10
Prahlad - excess of joy , 10
Prajeet - victorious , 10
Prajesh - Lord Brahma, 10
Prajin - kind , 10
Prajit - kind, 10
Prakash - light , 10
Prakat - mainfested , 10
Prakriti - nature , 10
Pralay - Himalay, 10
Pramath - horse , 10
Pramesh - master of accurate knowledge , 10
Pramit - consciousness , 10
Pramod - happiness , 10
Pran - life, 10
Pranav - the sacred syllable Om , 10
Pranay - love, 10
Pranay - romance , 10
Pranet - leader , 10
Pranit - modest , 10
Pranjal - simple, 10
Pranjivan - life , 10
Pransukh - joy of life, 10
Prasad - offering to god during pooja , 10
Prasanna - cheerful; pleased , 10
Prasata - father of Draupad , 10
Prasenjit - a king in the epics , 10
Prasham - peace, 10
Prashant - calm and composed , 10
Prashanta - calm , 10
Prasoon - flower , 10
Prasun - blossom Pratap - glory , 10
Pratap - dignity; majesty , 10
Prateek - symbol; first word in a sentence , 10
Prateep - king; Shantanu's father, 10
Prateet - manifested , 10
Pratik - symbol, 10
Pratiti - faith; undrstanding , 10
Pratosh - extreme delight , 10
Pratul - plenty, 10
Praval - fierce; strong , 10
Pravar - excellent, 10
Praveen - expert; experienced, 10
Praver - chief , 10
Pravir - brave , 10
Prayag - confluence, 10
Preetish - god of love , 10
Prem - love , 10
Premal - full of love , 10
Premanand - joy of love , 10
Premendra - lover , 10
Pritam - beloved, 10
Prithu - a king from the epics , 10
Prithvi - earth, 10
Prithviraj - king of the earth , 10
Priya - beloved, 10
Priyabrata - devoted to pleasing , 10
Priyaranjan - beloved , 10
Pujit - worshipped, 10
Pukhraj - topaz , 10
Pulak - joy, 10
Pulakesh - joyous , 10
Pulastya - an ancient, 10
Pulin - beautiful , 10
Pulish - name of a sage, 10
Pundarik - white lotus , 10
Puneet - pure , 10
Punit - pure , 10
Punyabrata - dedicated to the good, 10
Punyasloka - sacred verse , 10
Purandar - Lord Indra, 10
Puranjay - Lord Shiva , 10
Purnanada - God, 10
Purnendu - full moon , 10
Puru - abundant; name of a king, 10
Purujit - conqueror of city , 10
Purumitra - friend of city , 10
Pururava - the founder of Chandra dynasty , 10
Purushottam - best of men , 10
Pushkar - lotus; a lake , 10
Pushpak - mythical vehicle of Lord Vishnu, 10
Puskara - blue lotus; fountain , 10
Pyarelal - Lord Krishna , 10
Pyaremohan - Lord Krishna , 10
Quamar - the moon, 10
Quasim - old generation, 10
Qutub - tall , 10
Radhakanta - Lord Krishna, 10
Radhakrishna - Radha and Lord Krishna , 10
Radhavallabh - Lord Krishna-beloved of Radha, 10
Radheshyam - Lord Krishna , 10
Radheya - Karna Rafat - elevation , 10
Raghav - Lord Rama, 10
Raghavendra - Lord Rama , 10
Raghu - the family of Lord Rama, 10
Raghunandan - Lord Rama, 10
Raghunath - Lord Rama , 10
Raghupati - Lord Rama , 10
Raghuvir - Lord Rama, 10
Rahas - secret , 10
Rahman - merciful , 10
Rahul - son of Lord Buddha, 10
Raj - king , 10
Raja - king, 10
Rajam - Goddess Lakshmi , 10
Rajan - king , 10
Rajani - night , 10
Rajanikant - sun; lord of night , 10
Rajanikanta - king's sage, 10
